date,route,time_slot,day_of_week,month,is_weekend,is_monsoon,delay_minutes
2025-10-11,Panvel-CSMT,Afternoon (12-3pm),Saturday,10,1,0,4
2025-10-11,Panvel-CSMT,Evening Peak (5-8pm),Saturday,10,1,0,15
2025-10-11,Panvel-CSMT,Night (9pm-12am),Saturday,10,1,0,0
2025-10-11,Harbour Line,Morning Peak (7-10am),Saturday,10,1,0,11
2025-10-11,Harbour Line,Afternoon (12-3pm),Saturday,10,1,0,1
2025-10-11,Harbour Line,Evening Peak (5-8pm),Saturday,10,1,0,19
2025-10-11,Harbour Line,Night (9pm-12am),Saturday,10,1,0,3
2025-10-12,Churchgate-Virar,Morning Peak (7-10am),Sunday,10,1,0,2
2025-10-12,Churchgate-Virar,Afternoon (12-3pm),Sunday,10,1,0,0
2025-10-12,Churchgate-Virar,Evening Peak (5-8pm),Sunday,10,1,0,18
2025-10-12,Churchgate-Virar,Night (9pm-12am),Sunday,10,1,0,1
2025-10-12,CSMT-Kalyan,Morning Peak (7-10am),Sunday,10,1,0,8
2025-10-12,CSMT-Kalyan,Afternoon (12-3pm),Sunday,10,1,0,1
2025-10-12,CSMT-Kalyan,Evening Peak (5-8pm),Sunday,10,1,0,17
2025-10-12,CSMT-Kalyan,Night (9pm-12am),Sunday,10,1,0,0
2025-10-12,Panvel-CSMT,Morning Peak (7-10am),Sunday,10,1,0,13
2025-10-12,Panvel-CSMT,Afternoon (12-3pm),Sunday,10,1,0,0
2025-10-12,Panvel-CSMT,Evening Peak (5-8pm),Sunday,10,1,0,8
2025-10-12,Panvel-CSMT,Night (9pm-12am),Sunday,10,1,0,4
2025-10-12,Harbour Line,Morning Peak (7-10am),Sunday,10,1,0,1
2025-10-12,Harbour Line,Afternoon (12-3pm),Sunday,10,1,0,0
2025-10-12,Harbour Line,Evening Peak (5-8pm),Sunday,10,1,0,14
2025-10-12,Harbour Line,Night (9pm-12am),Sunday,10,1,0,1
2025-10-13,Churchgate-Virar,Morning Peak (7-10am),Monday,10,0,0,16
2025-10-13,Churchgate-Virar,Afternoon (12-3pm),Monday,10,0,0,7
2025-10-13,Churchgate-Virar,Evening Peak (5-8pm),Monday,10,0,0,19
2025-10-13,Churchgate-Virar,Night (9pm-12am),Monday,10,0,0,2
2025-10-13,CSMT-Kalyan,Morning Peak (7-10am),Monday,10,0,0,18
2025-10-13,CSMT-Kalyan,Afternoon (12-3pm),Monday,10,0,0,0
2025-10-13,CSMT-Kalyan,Evening Peak (5-8pm),Monday,10,0,0,8
2025-10-13,CSMT-Kalyan,Night (9pm-12am),Monday,10,0,0,1
2025-10-13,Panvel-CSMT,Morning Peak (7-10am),Monday,10,0,0,12
2025-10-13,Panvel-CSMT,Afternoon (12-3pm),Monday,10,0,0,3
2025-10-13,Panvel-CSMT,Evening Peak (5-8pm),Monday,10,0,0,6
2025-10-13,Panvel-CSMT,Night (9pm-12am),Monday,10,0,0,5
2025-10-13,Harbour Line,Morning Peak (7-10am),Monday,10,0,0,14
2025-10-13,Harbour Line,Afternoon (12-3pm),Monday,10,0,0,3
2025-10-13,Harbour Line,Evening Peak (5-8pm),Monday,10,0,0,22
2025-10-13,Harbour Line,Night (9pm-12am),Monday,10,0,0,9
2025-10-14,Churchgate-Virar,Morning Peak (7-10am),Tuesday,10,0,0,16
2025-10-14,Churchgate-Virar,Afternoon (12-3pm),Tuesday,10,0,0,1
2025-10-14,Churchgate-Virar,Evening Peak (5-8pm),Tuesday,10,0,0,14
2025-10-14,Churchgate-Virar,Night (9pm-12am),Tuesday,10,0,0,3
2025-10-14,CSMT-Kalyan,Morning Peak (7-10am),Tuesday,10,0,0,18
2025-10-14,CSMT-Kalyan,Afternoon (12-3pm),Tuesday,10,0,0,7
2025-10-14,CSMT-Kalyan,Evening Peak (5-8pm),Tuesday,10,0,0,18
2025-10-14,CSMT-Kalyan,Night (9pm-12am),Tuesday,10,0,0,6
2025-10-14,Panvel-CSMT,Morning Peak (7-10am),Tuesday,10,0,0,12
2025-10-14,Panvel-CSMT,Afternoon (12-3pm),Tuesday,10,0,0,4
2025-10-14,Panvel-CSMT,Evening Peak (5-8pm),Tuesday,10,0,0,20
2025-10-14,Panvel-CSMT,Night (9pm-12am),Tuesday,10,0,0,1
2025-10-14,Harbour Line,Morning Peak (7-10am),Tuesday,10,0,0,19
2025-10-14,Harbour Line,Afternoon (12-3pm),Tuesday,10,0,0,4
2025-10-14,Harbour Line,Evening Peak (5-8pm),Tuesday,10,0,0,17
2025-10-14,Harbour Line,Night (9pm-12am),Tuesday,10,0,0,8
2025-10-15,Churchgate-Virar,Morning Peak (7-10am),Wednesday,10,0,0,19
2025-10-15,Churchgate-Virar,Afternoon (12-3pm),Wednesday,10,0,0,0
2025-10-15,Churchgate-Virar,Evening Peak (5-8pm),Wednesday,10,0,0,11
2025-10-15,Churchgate-Virar,Night (9pm-12am),Wednesday,10,0,0,8
2025-10-15,CSMT-Kalyan,Morning Peak (7-10am),Wednesday,10,0,0,5
2025-10-15,CSMT-Kalyan,Afternoon (12-3pm),Wednesday,10,0,0,7
2025-10-15,CSMT-Kalyan,Evening Peak (5-8pm),Wednesday,10,0,0,15
2025-10-15,CSMT-Kalyan,Night (9pm-12am),Wednesday,10,0,0,2
2025-10-15,Panvel-CSMT,Morning Peak (7-10am),Wednesday,10,0,0,21
2025-10-15,Panvel-CSMT,Afternoon (12-3pm),Wednesday,10,0,0,7
2025-10-15,Panvel-CSMT,Evening Peak (5-8pm),Wednesday,10,0,0,7
2025-10-15,Panvel-CSMT,Night (9pm-12am),Wednesday,10,0,0,2
2025-10-15,Harbour Line,Morning Peak (7-10am),Wednesday,10,0,0,5
2025-10-15,Harbour Line,Afternoon (12-3pm),Wednesday,10,0,0,4
2025-10-15,Harbour Line,Evening Peak (5-8pm),Wednesday,10,0,0,14
2025-10-15,Harbour Line,Night (9pm-12am),Wednesday,10,0,0,6
2025-10-16,Churchgate-Virar,Morning Peak (7-10am),Thursday,10,0,0,13
2025-10-16,Churchgate-Virar,Afternoon (12-3pm),Thursday,10,0,0,6
2025-10-16,Churchgate-Virar,Evening Peak (5-8pm),Thursday,10,0,0,13
2025-10-16,Churchgate-Virar,Night (9pm-12am),Thursday,10,0,0,7
2025-10-16,CSMT-Kalyan,Morning Peak (7-10am),Thursday,10,0,0,16
2025-10-16,CSMT-Kalyan,Afternoon (12-3pm),Thursday,10,0,0,1
2025-10-16,CSMT-Kalyan,Evening Peak (5-8pm),Thursday,10,0,0,5
2025-10-16,CSMT-Kalyan,Night (9pm-12am),Thursday,10,0,0,6
2025-10-16,Panvel-CSMT,Morning Peak (7-10am),Thursday,10,0,0,9
2025-10-16,Panvel-CSMT,Afternoon (12-3pm),Thursday,10,0,0,2
2025-10-16,Panvel-CSMT,Evening Peak (5-8pm),Thursday,10,0,0,16
2025-10-16,Panvel-CSMT,Night (9pm-12am),Thursday,10,0,0,7
2025-10-16,Harbour Line,Morning Peak (7-10am),Thursday,10,0,0,7
2025-10-16,Harbour Line,Afternoon (12-3pm),Thursday,10,0,0,0
2025-10-16,Harbour Line,Evening Peak (5-8pm),Thursday,10,0,0,7
2025-10-16,Harbour Line,Night (9pm-12am),Thursday,10,0,0,4
2025-10-17,Churchgate-Virar,Morning Peak (7-10am),Friday,10,0,0,19
2025-10-17,Churchgate-Virar,Afternoon (12-3pm),Friday,10,0,0,2
2025-10-17,Churchgate-Virar,Evening Peak (5-8pm),Friday,10,0,0,5
2025-10-17,Churchgate-Virar,Night (9pm-12am),Friday,10,0,0,4
2025-10-17,CSMT-Kalyan,Morning Peak (7-10am),Friday,10,0,0,18
2025-10-17,CSMT-Kalyan,Afternoon (12-3pm),Friday,10,0,0,6
2025-10-17,CSMT-Kalyan,Evening Peak (5-8pm),Friday,10,0,0,13
2025-10-17,CSMT-Kalyan,Night (9pm-12am),Friday,10,0,0,9
2025-10-17,Panvel-CSMT,Morning Peak (7-10am),Friday,10,0,0,14
2025-10-17,Panvel-CSMT,Afternoon (12-3pm),Friday,10,0,0,2
2025-10-17,Panvel-CSMT,Evening Peak (5-8pm),Friday,10,0,0,11
2025-10-17,Panvel-CSMT,Night (9pm-12am),Friday,10,0,0,0
2025-10-17,Harbour Line,Morning Peak (7-10am),Friday,10,0,0,24
2025-10-17,Harbour Line,Afternoon (12-3pm),Friday,10,0,0,3
2025-10-17,Harbour Line,Evening Peak (5-8pm),Friday,10,0,0,9
2025-10-17,Harbour Line,Night (9pm-12am),Friday,10,0,0,6
2025-10-18,Churchgate-Virar,Morning Peak (7-10am),Saturday,10,1,0,6
2025-10-18,Churchgate-Virar,Afternoon (12-3pm),Saturday,10,1,0,0
2025-10-18,Churchgate-Virar,Evening Peak (5-8pm),Saturday,10,1,0,12
2025-10-18,Churchgate-Virar,Night (9pm-12am),Saturday,10,1,0,1
2025-10-18,CSMT-Kalyan,Morning Peak (7-10am),Saturday,10,1,0,18
2025-10-18,CSMT-Kalyan,Afternoon (12-3pm),Saturday,10,1,0,0
2025-10-18,CSMT-Kalyan,Evening Peak (5-8pm),Saturday,10,1,0,1
2025-10-18,CSMT-Kalyan,Night (9pm-12am),Saturday,10,1,0,4
2025-10-18,Panvel-CSMT,Morning Peak (7-10am),Saturday,10,1,0,12
2025-10-18,Panvel-CSMT,Afternoon (12-3pm),Saturday,10,1,0,3
2025-10-18,Panvel-CSMT,Evening Peak (5-8pm),Saturday,10,1,0,5
2025-10-18,Panvel-CSMT,Night (9pm-12am),Saturday,10,1,0,0
2025-10-18,Harbour Line,Morning Peak (7-10am),Saturday,10,1,0,10
2025-10-18,Harbour Line,Afternoon (12-3pm),Saturday,10,1,0,4
2025-10-18,Harbour Line,Evening Peak (5-8pm),Saturday,10,1,0,6
2025-10-18,Harbour Line,Night (9pm-12am),Saturday,10,1,0,0
2025-10-19,Churchgate-Virar,Morning Peak (7-10am),Sunday,10,1,0,0
2025-10-19,Churchgate-Virar,Afternoon (12-3pm),Sunday,10,1,0,3
2025-10-19,Churchgate-Virar,Evening Peak (5-8pm),Sunday,10,1,0,19
2025-10-19,Churchgate-Virar,Night (9pm-12am),Sunday,10,1,0,3
2025-10-19,CSMT-Kalyan,Morning Peak (7-10am),Sunday,10,1,0,2
2025-10-19,CSMT-Kalyan,Afternoon (12-3pm),Sunday,10,1,0,1
2025-10-19,CSMT-Kalyan,Evening Peak (5-8pm),Sunday,10,1,0,5
2025-10-19,CSMT-Kalyan,Night (9pm-12am),Sunday,10,1,0,2
2025-10-19,Panvel-CSMT,Morning Peak (7-10am),Sunday,10,1,0,8
2025-10-19,Panvel-CSMT,Afternoon (12-3pm),Sunday,10,1,0,0
2025-10-19,Panvel-CSMT,Evening Peak (5-8pm),Sunday,10,1,0,0
2025-10-19,Panvel-CSMT,Night (9pm-12am),Sunday,10,1,0,0
2025-10-19,Harbour Line,Morning Peak (7-10am),Sunday,10,1,0,9
2025-10-19,Harbour Line,Afternoon (12-3pm),Sunday,10,1,0,2
2025-10-19,Harbour Line,Evening Peak (5-8pm),Sunday,10,1,0,14
2025-10-19,Harbour Line,Night (9pm-12am),Sunday,10,1,0,0
2025-10-20,Churchgate-Virar,Morning Peak (7-10am),Monday,10,0,0,13
2025-10-20,Churchgate-Virar,Afternoon (12-3pm),Monday,10,0,0,3
2025-10-20,Churchgate-Virar,Evening Peak (5-8pm),Monday,10,0,0,21
2025-10-20,Churchgate-Virar,Night (9pm-12am),Monday,10,0,0,0
2025-10-20,CSMT-Kalyan,Morning Peak (7-10am),Monday,10,0,0,24
2025-10-20,CSMT-Kalyan,Afternoon (12-3pm),Monday,10,0,0,6
2025-10-20,CSMT-Kalyan,Evening Peak (5-8pm),Monday,10,0,0,6
2025-10-20,CSMT-Kalyan,Night (9pm-12am),Monday,10,0,0,2
2025-10-20,Panvel-CSMT,Morning Peak (7-10am),Monday,10,0,0,21
2025-10-20,Panvel-CSMT,Afternoon (12-3pm),Monday,10,0,0,4
2025-10-20,Panvel-CSMT,Evening Peak (5-8pm),Monday,10,0,0,21
2025-10-20,Panvel-CSMT,Night (9pm-12am),Monday,10,0,0,7
2025-10-20,Harbour Line,Morning Peak (7-10am),Monday,10,0,0,21
2025-10-20,Harbour Line,Afternoon (12-3pm),Monday,10,0,0,0
2025-10-20,Harbour Line,Evening Peak (5-8pm),Monday,10,0,0,6
2025-10-20,Harbour Line,Night (9pm-12am),Monday,10,0,0,1
2025-10-21,Churchgate-Virar,Morning Peak (7-10am),Tuesday,10,0,0,9
2025-10-21,Churchgate-Virar,Afternoon (12-3pm),Tuesday,10,0,0,0
2025-10-21,Churchgate-Virar,Evening Peak (5-8pm),Tuesday,10,0,0,5
2025-10-21,Churchgate-Virar,Night (9pm-12am),Tuesday,10,0,0,2
2025-10-21,CSMT-Kalyan,Morning Peak (7-10am),Tuesday,10,0,0,6
2025-10-21,CSMT-Kalyan,Afternoon (12-3pm),Tuesday,10,0,0,4
2025-10-21,CSMT-Kalyan,Evening Peak (5-8pm),Tuesday,10,0,0,16
2025-10-21,CSMT-Kalyan,Night (9pm-12am),Tuesday,10,0,0,9
2025-10-21,Panvel-CSMT,Morning Peak (7-10am),Tuesday,10,0,0,10
2025-10-21,Panvel-CSMT,Afternoon (12-3pm),Tuesday,10,0,0,6
2025-10-21,Panvel-CSMT,Evening Peak (5-8pm),Tuesday,10,0,0,8
2025-10-21,Panvel-CSMT,Night (9pm-12am),Tuesday,10,0,0,6
2025-10-21,Harbour Line,Morning Peak (7-10am),Tuesday,10,0,0,15
2025-10-21,Harbour Line,Afternoon (12-3pm),Tuesday,10,0,0,7
2025-10-21,Harbour Line,Evening Peak (5-8pm),Tuesday,10,0,0,21
2025-10-21,Harbour Line,Night (9pm-12am),Tuesday,10,0,0,5
2025-10-22,Churchgate-Virar,Morning Peak (7-10am),Wednesday,10,0,0,9
2025-10-22,Churchgate-Virar,Afternoon (12-3pm),Wednesday,10,0,0,3
2025-10-22,Churchgate-Virar,Evening Peak (5-8pm),Wednesday,10,0,0,6
2025-10-22,Churchgate-Virar,Night (9pm-12am),Wednesday,10,0,0,5
2025-10-22,CSMT-Kalyan,Morning Peak (7-10am),Wednesday,10,0,0,15
2025-10-22,CSMT-Kalyan,Afternoon (12-3pm),Wednesday,10,0,0,0
2025-10-22,CSMT-Kalyan,Evening Peak (5-8pm),Wednesday,10,0,0,13
2025-10-22,CSMT-Kalyan,Night (9pm-12am),Wednesday,10,0,0,5
2025-10-22,Panvel-CSMT,Morning Peak (7-10am),Wednesday,10,0,0,20
2025-10-22,Panvel-CSMT,Afternoon (12-3pm),Wednesday,10,0,0,2
2025-10-22,Panvel-CSMT,Evening Peak (5-8pm),Wednesday,10,0,0,24
2025-10-22,Panvel-CSMT,Night (9pm-12am),Wednesday,10,0,0,3
2025-10-22,Harbour Line,Morning Peak (7-10am),Wednesday,10,0,0,23
2025-10-22,Harbour Line,Afternoon (12-3pm),Wednesday,10,0,0,9
2025-10-22,Harbour Line,Evening Peak (5-8pm),Wednesday,10,0,0,7
2025-10-22,Harbour Line,Night (9pm-12am),Wednesday,10,0,0,2
2025-10-23,Churchgate-Virar,Morning Peak (7-10am),Thursday,10,0,0,24
2025-10-23,Churchgate-Virar,Afternoon (12-3pm),Thursday,10,0,0,6
2025-10-23,Churchgate-Virar,Evening Peak (5-8pm),Thursday,10,0,0,24
2025-10-23,Churchgate-Virar,Night (9pm-12am),Thursday,10,0,0,8
2025-10-23,CSMT-Kalyan,Morning Peak (7-10am),Thursday,10,0,0,5
2025-10-23,CSMT-Kalyan,Afternoon (12-3pm),Thursday,10,0,0,7
2025-10-23,CSMT-Kalyan,Evening Peak (5-8pm),Thursday,10,0,0,11
2025-10-23,CSMT-Kalyan,Night (9pm-12am),Thursday,10,0,0,1
2025-10-23,Panvel-CSMT,Morning Peak (7-10am),Thursday,10,0,0,12
2025-10-23,Panvel-CSMT,Afternoon (12-3pm),Thursday,10,0,0,0
2025-10-23,Panvel-CSMT,Evening Peak (5-8pm),Thursday,10,0,0,15
2025-10-23,Panvel-CSMT,Night (9pm-12am),Thursday,10,0,0,8
2025-10-23,Harbour Line,Morning Peak (7-10am),Thursday,10,0,0,22
2025-10-23,Harbour Line,Afternoon (12-3pm),Thursday,10,0,0,6
2025-10-23,Harbour Line,Evening Peak (5-8pm),Thursday,10,0,0,14
2025-10-23,Harbour Line,Night (9pm-12am),Thursday,10,0,0,2
2025-10-24,Churchgate-Virar,Morning Peak (7-10am),Friday,10,0,0,11
2025-10-24,Churchgate-Virar,Afternoon (12-3pm),Friday,10,0,0,9
2025-10-24,Churchgate-Virar,Evening Peak (5-8pm),Friday,10,0,0,20
2025-10-24,Churchgate-Virar,Night (9pm-12am),Friday,10,0,0,8
2025-10-24,CSMT-Kalyan,Morning Peak (7-10am),Friday,10,0,0,24
2025-10-24,CSMT-Kalyan,Afternoon (12-3pm),Friday,10,0,0,0
2025-10-24,CSMT-Kalyan,Evening Peak (5-8pm),Friday,10,0,0,6
2025-10-24,CSMT-Kalyan,Night (9pm-12am),Friday,10,0,0,0
2025-10-24,Panvel-CSMT,Morning Peak (7-10am),Friday,10,0,0,20
2025-10-24,Panvel-CSMT,Afternoon (12-3pm),Friday,10,0,0,4
2025-10-24,Panvel-CSMT,Evening Peak (5-8pm),Friday,10,0,0,9
2025-10-24,Panvel-CSMT,Night (9pm-12am),Friday,10,0,0,6
2025-10-24,Harbour Line,Morning Peak (7-10am),Friday,10,0,0,13
2025-10-24,Harbour Line,Afternoon (12-3pm),Friday,10,0,0,8
2025-10-24,Harbour Line,Evening Peak (5-8pm),Friday,10,0,0,7
2025-10-24,Harbour Line,Night (9pm-12am),Friday,10,0,0,2
2025-10-25,Churchgate-Virar,Morning Peak (7-10am),Saturday,10,1,0,15
2025-10-25,Churchgate-Virar,Afternoon (12-3pm),Saturday,10,1,0,0
2025-10-25,Churchgate-Virar,Evening Peak (5-8pm),Saturday,10,1,0,19
2025-10-25,Churchgate-Virar,Night (9pm-12am),Saturday,10,1,0,2
2025-10-25,CSMT-Kalyan,Morning Peak (7-10am),Saturday,10,1,0,0
2025-10-25,CSMT-Kalyan,Afternoon (12-3pm),Saturday,10,1,0,2
2025-10-25,CSMT-Kalyan,Evening Peak (5-8pm),Saturday,10,1,0,19
2025-10-25,CSMT-Kalyan,Night (9pm-12am),Saturday,10,1,0,0
2025-10-25,Panvel-CSMT,Morning Peak (7-10am),Saturday,10,1,0,7
2025-10-25,Panvel-CSMT,Afternoon (12-3pm),Saturday,10,1,0,0
2025-10-25,Panvel-CSMT,Evening Peak (5-8pm),Saturday,10,1,0,5
2025-10-25,Panvel-CSMT,Night (9pm-12am),Saturday,10,1,0,2
2025-10-25,Harbour Line,Morning Peak (7-10am),Saturday,10,1,0,19
2025-10-25,Harbour Line,Afternoon (12-3pm),Saturday,10,1,0,0
2025-10-25,Harbour Line,Evening Peak (5-8pm),Saturday,10,1,0,15
2025-10-25,Harbour Line,Night (9pm-12am),Saturday,10,1,0,3
2025-10-26,Churchgate-Virar,Morning Peak (7-10am),Sunday,10,1,0,2
2025-10-26,Churchgate-Virar,Afternoon (12-3pm),Sunday,10,1,0,3
2025-10-26,Churchgate-Virar,Evening Peak (5-8pm),Sunday,10,1,0,17
2025-10-26,Churchgate-Virar,Night (9pm-12am),Sunday,10,1,0,0
2025-10-26,CSMT-Kalyan,Morning Peak (7-10am),Sunday,10,1,0,1
2025-10-26,CSMT-Kalyan,Afternoon (12-3pm),Sunday,10,1,0,0
2025-10-26,CSMT-Kalyan,Evening Peak (5-8pm),Sunday,10,1,0,2
2025-10-26,CSMT-Kalyan,Night (9pm-12am),Sunday,10,1,0,3
2025-10-26,Panvel-CSMT,Morning Peak (7-10am),Sunday,10,1,0,3
2025-10-26,Panvel-CSMT,Afternoon (12-3pm),Sunday,10,1,0,0
2025-10-26,Panvel-CSMT,Evening Peak (5-8pm),Sunday,10,1,0,3
2025-10-26,Panvel-CSMT,Night (9pm-12am),Sunday,10,1,0,0
2025-10-26,Harbour Line,Morning Peak (7-10am),Sunday,10,1,0,13
2025-10-26,Harbour Line,Afternoon (12-3pm),Sunday,10,1,0,0
2025-10-26,Harbour Line,Evening Peak (5-8pm),Sunday,10,1,0,15
2025-10-26,Harbour Line,Night (9pm-12am),Sunday,10,1,0,0
2025-10-27,Churchgate-Virar,Morning Peak (7-10am),Monday,10,0,0,12
2025-10-27,Churchgate-Virar,Afternoon (12-3pm),Monday,10,0,0,6
2025-10-27,Churchgate-Virar,Evening Peak (5-8pm),Monday,10,0,0,7
2025-10-27,Churchgate-Virar,Night (9pm-12am),Monday,10,0,0,0
2025-10-27,CSMT-Kalyan,Morning Peak (7-10am),Monday,10,0,0,5
2025-10-27,CSMT-Kalyan,Afternoon (12-3pm),Monday,10,0,0,2
2025-10-27,CSMT-Kalyan,Evening Peak (5-8pm),Monday,10,0,0,18
2025-10-27,CSMT-Kalyan,Night (9pm-12am),Monday,10,0,0,5
2025-10-27,Panvel-CSMT,Morning Peak (7-10am),Monday,10,0,0,10
2025-10-27,Panvel-CSMT,Afternoon (12-3pm),Monday,10,0,0,2
2025-10-27,Panvel-CSMT,Evening Peak (5-8pm),Monday,10,0,0,12
2025-10-27,Panvel-CSMT,Night (9pm-12am),Monday,10,0,0,1
2025-10-27,Harbour Line,Morning Peak (7-10am),Monday,10,0,0,5
2025-10-27,Harbour Line,Afternoon (12-3pm),Monday,10,0,0,0
2025-10-27,Harbour Line,Evening Peak (5-8pm),Monday,10,0,0,9
2025-10-27,Harbour Line,Night (9pm-12am),Monday,10,0,0,2
2025-10-28,Churchgate-Virar,Morning Peak (7-10am),Tuesday,10,0,0,8
2025-10-28,Churchgate-Virar,Afternoon (12-3pm),Tuesday,10,0,0,2
2025-10-28,Churchgate-Virar,Evening Peak (5-8pm),Tuesday,10,0,0,21
2025-10-28,Churchgate-Virar,Night (9pm-12am),Tuesday,10,0,0,0
2025-10-28,CSMT-Kalyan,Morning Peak (7-10am),Tuesday,10,0,0,16
2025-10-28,CSMT-Kalyan,Afternoon (12-3pm),Tuesday,10,0,0,4
2025-10-28,CSMT-Kalyan,Evening Peak (5-8pm),Tuesday,10,0,0,10
2025-10-28,CSMT-Kalyan,Night (9pm-12am),Tuesday,10,0,0,2
2025-10-28,Panvel-CSMT,Morning Peak (7-10am),Tuesday,10,0,0,13
2025-10-28,Panvel-CSMT,Afternoon (12-3pm),Tuesday,10,0,0,4
2025-10-28,Panvel-CSMT,Evening Peak (5-8pm),Tuesday,10,0,0,21
2025-10-28,Panvel-CSMT,Night (9pm-12am),Tuesday,10,0,0,4
2025-10-28,Harbour Line,Morning Peak (7-10am),Tuesday,10,0,0,7
2025-10-28,Harbour Line,Afternoon (12-3pm),Tuesday,10,0,0,0
2025-10-28,Harbour Line,Evening Peak (5-8pm),Tuesday,10,0,0,24
2025-10-28,Harbour Line,Night (9pm-12am),Tuesday,10,0,0,4
2025-10-29,Churchgate-Virar,Morning Peak (7-10am),Wednesday,10,0,0,5
2025-10-29,Churchgate-Virar,Afternoon (12-3pm),Wednesday,10,0,0,2
2025-10-29,Churchgate-Virar,Evening Peak (5-8pm),Wednesday,10,0,0,22
2025-10-29,Churchgate-Virar,Night (9pm-12am),Wednesday,10,0,0,8
2025-10-29,CSMT-Kalyan,Morning Peak (7-10am),Wednesday,10,0,0,14
2025-10-29,CSMT-Kalyan,Afternoon (12-3pm),Wednesday,10,0,0,5
2025-10-29,CSMT-Kalyan,Evening Peak (5-8pm),Wednesday,10,0,0,7
2025-10-29,CSMT-Kalyan,Night (9pm-12am),Wednesday,10,0,0,7
2025-10-29,Panvel-CSMT,Morning Peak (7-10am),Wednesday,10,0,0,18
2025-10-29,Panvel-CSMT,Afternoon (12-3pm),Wednesday,10,0,0,7
2025-10-29,Panvel-CSMT,Evening Peak (5-8pm),Wednesday,10,0,0,22
2025-10-29,Panvel-CSMT,Night (9pm-12am),Wednesday,10,0,0,5
2025-10-29,Harbour Line,Morning Peak (7-10am),Wednesday,10,0,0,6
2025-10-29,Harbour Line,Afternoon (12-3pm),Wednesday,10,0,0,9
2025-10-29,Harbour Line,Evening Peak (5-8pm),Wednesday,10,0,0,6
2025-10-29,Harbour Line,Night (9pm-12am),Wednesday,10,0,0,9
2025-10-30,Churchgate-Virar,Morning Peak (7-10am),Thursday,10,0,0,21
2025-10-30,Churchgate-Virar,Afternoon (12-3pm),Thursday,10,0,0,7
2025-10-30,Churchgate-Virar,Evening Peak (5-8pm),Thursday,10,0,0,5
2025-10-30,Churchgate-Virar,Night (9pm-12am),Thursday,10,0,0,8
2025-10-30,CSMT-Kalyan,Morning Peak (7-10am),Thursday,10,0,0,15
2025-10-30,CSMT-Kalyan,Afternoon (12-3pm),Thursday,10,0,0,5
2025-10-30,CSMT-Kalyan,Evening Peak (5-8pm),Thursday,10,0,0,20
2025-10-30,CSMT-Kalyan,Night (9pm-12am),Thursday,10,0,0,6
2025-10-30,Panvel-CSMT,Morning Peak (7-10am),Thursday,10,0,0,14
2025-10-30,Panvel-CSMT,Afternoon (12-3pm),Thursday,10,0,0,6
2025-10-30,Panvel-CSMT,Evening Peak (5-8pm),Thursday,10,0,0,7
2025-10-30,Panvel-CSMT,Night (9pm-12am),Thursday,10,0,0,1
2025-10-30,Harbour Line,Morning Peak (7-10am),Thursday,10,0,0,17
2025-10-30,Harbour Line,Afternoon (12-3pm),Thursday,10,0,0,9
2025-10-30,Harbour Line,Evening Peak (5-8pm),Thursday,10,0,0,11
2025-10-30,Harbour Line,Night (9pm-12am),Thursday,10,0,0,8
2025-10-31,Churchgate-Virar,Morning Peak (7-10am),Friday,10,0,0,8
